@relation refinedData-weka.filters.unsupervised.instance.RemovePercentage-P50.0

@attribute ageDifference numeric
@attribute weightDifference numeric
@attribute heightDifference numeric
@attribute ref {'Helio Vigio','Joao Alberto Barreto','John McCarthy',N/A,'Joe Hamilton','Mason White','Larry Landless','Herb Dean','Cecil Peoples','Steve Mazzagatti','Jon Schorle','Mario Yamasaki','Yves Lavigne','Troy Waugh','Jorge Alonso','Marco Lopez','Mark Matheny','Kerry Hatley','Dan Miragliotta','Kevin Mulhall','Josh Rosenthal','Jerry Krzys','Adam Martinez','Tim Mills','Philippe Chartier','Daryl Guthmiller','Nick Gamst','Josh Arney','Mark Powell','Jim Axtel','Marc Goddard','Leon Roberts','David Smith','Todd Frederickson','Marc Fennell','Mike Reid','Al Coley','Donnie Jessup','Jorge Ortiz','Rick Fike','Kim Winslow','Keith Peterson','Dave Hagen','Dave Hagan','Shawn Gregory','Kevin Nix','Tom Jones','Gary Ritter','Don Turnage','Jason Herzog','Greg Franklin','John Sharp','Steve Perceval','Tom Johnson','Dale Frye','Bill Clancy','Phillipe Chatrier','Marc-Andre Cote','Kevin Dornan','Tony Williamson','Marcos Rosales','Rob Hinds','Jeff Malott','Marc Fennel','Chris Tognoni','Gary Copeland','Chris Kinman','Kevin MacDonald','Anthony Hamlett','Jerin Valel','Chip Snider','Myron Gaudet','Fernando Yamasaki','Jacob Montalvo','Dan Stell','Jason McCoy','Robert Madrigal','Jim Axtell','Bo Nesslein','Kristian Hacklou','Marko Gyllenland','Robert Sundel','Blake Grice','Will Fisher','Todd McGovern','Rick McCoy','Chris Adams','Frank Gentile','Gasper Oliver','Luis Cobian','Steve Newport','Neil Hall','Thomas Fan','Mike Beltran','Adam Cheadle','Randy Corley','Al Wichgers','Todd Anderson','Jay Stafin','Cameron Quinn','George Allen','Rob Madrigal','Otto Torriero','Osiris Maia','Grant Waterman','Wernei Cardoso','Jorge Alsonso','Mark Smith','Wolf Menninger','Raul Porrata','Frank Collazo','Peter Hickmott','Vitor Ribeiro','Liam Kerrigan','Steven Davis','Cyril Desjardins','Brad Jardine','Bobby Rehman','Eduardo Herdy','Al Guinee','Gary Forman','Bryan Miner','Kevin Sataki','Don Thais','Camila Albuquerque','Mike King','Lukasz Bosacki','Marco Goddard','Greg Kleynjans','Terry Hill','Gabe Barahona','Jordan Bass','Robbie Scheuermann','James Warring','Josh Ward','David Ferguson','Neil Swailes','Joe Solis','Piotr Michalak','John Hosegood','Steve Rita','Bill Bookwalter','James Chappell'}
@attribute round numeric
@attribute weightClass {Middleweight,'Light Heavyweight',Heavyweight,Welterweight,'Super Heavyweight',N/A,Lightweight,Bantamweight,Featherweight,Flyweight,Strawweight,Atomweight}
@attribute method {Submission,TKO,KO,Draw,Decision,DQ,NC,No}

@data
6,0,0,'John McCarthy',1,Welterweight,Submission
4,0,2,'Mario Yamasaki',1,Featherweight,Submission
?,10,5,'John McCarthy',1,Welterweight,TKO
3,0,2,'Herb Dean',1,Welterweight,Submission
?,8,0,'Mario Yamasaki',3,Featherweight,Decision
?,1,2,'John McCarthy',3,Bantamweight,Decision
4,0,3,'Herb Dean',2,Bantamweight,TKO
4,0,1,'Mario Yamasaki',3,Featherweight,TKO
?,0,1,'John McCarthy',2,Bantamweight,Submission
?,35,0,'Herb Dean',3,Welterweight,Decision
2,0,1,'Dan Miragliotta',5,Featherweight,Submission
0,0,1,'Mario Yamasaki',3,Lightweight,Decision
7,0,0,'Jacob Montalvo',3,Flyweight,Decision
9,0,1,'Kerry Hatley',1,Heavyweight,KO
4,0,1,'Jacob Montalvo',3,Flyweight,Decision
5,4,2,'Mario Yamasaki',3,Lightweight,Decision
?,4,2,'Kerry Hatley',3,Heavyweight,Decision
5,0,3,'Dan Miragliotta',3,Middleweight,Decision
3,0,7,'Jacob Montalvo',3,Lightweight,Decision
7,0,0,'Dan Miragliotta',1,Lightweight,Submission
3,2,1,'Kerry Hatley',3,Strawweight,TKO
2,2,0,'Mario Yamasaki',1,Featherweight,TKO
1,0,2,'Herb Dean',5,Welterweight,Decision
5,2,0,'John McCarthy',2,Lightweight,Submission
1,2,3,'Mario Yamasaki',1,Heavyweight,TKO
5,12,2,'Herb Dean',1,Heavyweight,KO
1,0,4,'John McCarthy',2,Lightweight,Submission
2,0,2,'Mario Yamasaki',2,Bantamweight,Submission
5,1,3,'Herb Dean',2,Middleweight,KO
?,4,4,'John McCarthy',3,'Light Heavyweight',Decision
1,1,1,'Mark Smith',1,Bantamweight,TKO
6,10,4,'Mario Yamasaki',3,Flyweight,Decision
5,1,1,'Mark Smith',3,Featherweight,Decision
5,0,4,'Yves Lavigne',3,Strawweight,Submission
3,0,2,'Herb Dean',3,Featherweight,Decision
3,13,3,'John McCarthy',2,Lightweight,NC
2,0,0,'Yves Lavigne',1,Lightweight,Submission
2,0,0,'Herb Dean',3,Strawweight,Decision
2,5,0,'John McCarthy',2,Strawweight,Submission
9,1,0,'Yves Lavigne',3,Strawweight,Decision
1,1,4,'Herb Dean',3,Strawweight,Decision
6,0,3,'Kim Winslow',3,Strawweight,Decision
9,1,0,'John McCarthy',1,Strawweight,Submission
7,0,0,'Kim Winslow',3,Strawweight,Decision
2,6,0,'Herb Dean',5,Heavyweight,Decision
1,0,3,'Jason Herzog',3,Lightweight,Decision
8,8,7,'John McCarthy',1,Heavyweight,KO
1,3,1,'Herb Dean',1,Heavyweight,TKO
1,0,3,'Al Guinee',3,Strawweight,Decision
3,0,2,'Jason Herzog',3,Flyweight,Submission
1,0,3,'John McCarthy',1,Welterweight,TKO
4,0,0,'Herb Dean',1,Lightweight,Submission
4,0,4,'Herb Dean',3,Lightweight,TKO
8,0,3,'Al Guinee',3,Lightweight,Decision
2,11,2,'Jason Herzog',3,Flyweight,Decision
0,1,0,'Jason Herzog',1,Bantamweight,Submission
5,0,1,'Jerin Valel',1,Middleweight,TKO
3,0,1,'Mario Yamasaki',3,Bantamweight,Submission
10,20,1,'Mario Yamasaki',3,'Light Heavyweight',Decision
2,0,2,'Jerin Valel',3,Lightweight,TKO
5,0,2,'Mario Yamasaki',1,Welterweight,TKO
6,0,1,'Eduardo Herdy',2,Middleweight,TKO
6,0,1,'Fernando Yamasaki',1,'Light Heavyweight',TKO
?,0,2,'Osiris Maia',2,Featherweight,Submission
0,0,2,'Jerin Valel',3,Featherweight,Decision
6,1,4,'Osiris Maia',2,Bantamweight,Submission
5,0,1,'Eduardo Herdy',3,Welterweight,Decision
9,0,2,'Fernando Yamasaki',1,Middleweight,TKO
8,0,5,'Herb Dean',5,'Light Heavyweight',Decision
5,0,0,'John McCarthy',3,Lightweight,Decision
8,0,1,'Yves Lavigne',3,Middleweight,Decision
6,0,2,'Herb Dean',3,Flyweight,Decision
2,15,1,'John McCarthy',3,Welterweight,NC
6,0,1,'Yves Lavigne',2,Lightweight,KO
6,0,3,'Herb Dean',3,Bantamweight,TKO
?,7,3,'John McCarthy',1,Heavyweight,KO
1,10,3,'Chris Tognoni',3,Lightweight,Decision
4,15,1,'Yves Lavigne',3,Welterweight,Decision
13,8,3,'Chris Tognoni',3,Bantamweight,Decision
9,0,1,'Herb Dean',2,Featherweight,TKO
0,0,2,'Yves Lavigne',3,Lightweight,Decision
1,1,0,'Herb Dean',1,Middleweight,TKO
3,0,1,'Kevin MacDonald',3,Lightweight,Decision
0,0,3,'Yves Lavigne',3,Welterweight,Decision
3,1,4,'Herb Dean',1,Welterweight,TKO
3,0,2,'Kevin MacDonald',3,Lightweight,Decision
5,0,1,'Gary Forman',3,Flyweight,Decision
0,0,2,'Bryan Miner',3,Lightweight,TKO
3,0,1,'Kevin MacDonald',3,Featherweight,Submission
3,0,4,'Gary Forman',3,'Light Heavyweight',TKO
5,0,1,'Bryan Miner',3,Flyweight,Decision
3,0,2,'Marc Goddard',1,'Light Heavyweight',TKO
15,1,0,'Leon Roberts',1,Middleweight,TKO
1,0,0,'Marc Goddard',3,'Light Heavyweight',Decision
4,0,0,'Neil Hall',1,Featherweight,KO
5,1,1,'Leon Roberts',3,Welterweight,Decision
0,15,2,'Bobby Rehman',1,Welterweight,KO
1,1,2,'Kevin Sataki',1,Featherweight,TKO
11,2,4,'Marc Goddard',1,'Light Heavyweight',Submission
1,0,0,'Leon Roberts',2,Lightweight,KO
?,?,?,'Neil Hall',3,?,Decision
8,7,4,'Bobby Rehman',3,Heavyweight,Decision
6,1,1,'Kevin Sataki',3,Flyweight,Decision
8,15,1,'John McCarthy',5,Middleweight,NC
9,0,0,'Herb Dean',3,Welterweight,Decision
3,0,2,'Marc Goddard',2,Lightweight,TKO
0,20,2,'John McCarthy',2,Middleweight,TKO
6,0,1,'Herb Dean',2,Welterweight,KO
6,0,1,'Marc Goddard',3,Bantamweight,Decision
4,19,1,'Mark Smith',1,Middleweight,TKO
6,1,3,'John McCarthy',3,Flyweight,Decision
0,0,1,'Mark Smith',3,Middleweight,Decision
2,20,0,'Marc Goddard',3,Middleweight,Decision
7,2,3,'Mark Smith',1,Middleweight,TKO
2,15,5,'Herb Dean',4,Lightweight,Submission
7,0,2,'Adam Martinez',3,Featherweight,Decision
6,1,5,'Herb Dean',3,Welterweight,Submission
11,20,1,'Tom Johnson',3,Middleweight,Decision
9,0,3,'Tim Mills',3,Lightweight,Decision
12,0,3,'Adam Martinez',3,Flyweight,Submission
5,0,0,'Don Thais',3,Lightweight,Decision
1,0,2,'Tim Mills',2,Featherweight,TKO
4,0,3,'Tom Johnson',3,Flyweight,Decision
2,0,0,'Don Thais',2,Lightweight,Submission
0,2,1,'Mario Yamasaki',1,Heavyweight,KO
0,0,1,'Leon Roberts',3,Lightweight,Decision
1,0,1,'Mario Yamasaki',1,Middleweight,KO
4,1,0,'Leon Roberts',3,Lightweight,Decision
0,1,3,'Mario Yamasaki',3,Bantamweight,Decision
5,1,1,'Wernei Cardoso',3,Welterweight,Decision
14,20,4,'Camila Albuquerque',1,Bantamweight,Submission
2,2,5,'Wernei Cardoso',1,Welterweight,KO
1,20,2,'Leon Roberts',1,Bantamweight,KO
2,0,3,'Camila Albuquerque',3,Bantamweight,Decision
9,0,3,'Mario Yamasaki',3,Lightweight,Decision
5,0,0,'John McCarthy',1,Bantamweight,Submission
7,0,1,'Herb Dean',3,Bantamweight,Decision
8,0,1,'Jerin Valel',2,Welterweight,Submission
6,1,0,'John McCarthy',1,Welterweight,KO
1,0,2,'Herb Dean',1,Lightweight,Submission
0,15,1,'Jerin Valel',1,Welterweight,TKO
11,0,3,'John McCarthy',2,Bantamweight,NC
5,0,0,'Herb Dean',1,Welterweight,TKO
7,13,1,'Jerin Valel',2,Heavyweight,TKO
1,1,2,'John McCarthy',3,Lightweight,Decision
?,0,0,'Herb Dean',3,Featherweight,Decision
3,0,0,'Dan Miragliotta',5,Lightweight,Decision
0,0,5,'Don Turnage',2,Strawweight,KO
2,0,3,'Kerry Hatley',3,Welterweight,Decision
4,8,5,'Herb Dean',3,Heavyweight,Decision
6,0,1,'Herb Dean',3,Flyweight,Decision
0,0,1,'Dan Miragliotta',2,Lightweight,KO
5,0,2,'Kerry Hatley',2,Middleweight,TKO
4,0,2,'Don Turnage',2,Lightweight,Submission
?,5,1,'Dan Miragliotta',3,Heavyweight,TKO
4,0,1,'Kerry Hatley',2,Flyweight,TKO
2,1,1,'Herb Dean',1,Lightweight,KO
10,0,1,'Don Turnage',2,Bantamweight,TKO
6,0,1,'John McCarthy',5,Welterweight,Decision
7,0,1,'Mario Yamasaki',1,Welterweight,Submission
9,1,0,'John McCarthy',2,Lightweight,Submission
8,1,2,'Mario Yamasaki',1,Bantamweight,TKO
2,0,1,'Osiris Maia',3,Lightweight,Submission
3,0,3,'Eduardo Herdy',1,Featherweight,Submission
5,0,2,'John McCarthy',3,Lightweight,Decision
3,0,4,'Osiris Maia',1,Featherweight,KO
3,15,2,'Eduardo Herdy',2,Welterweight,NC
3,0,2,'Mario Yamasaki',3,Lightweight,Decision
10,0,0,'Eduardo Herdy',1,Lightweight,Submission
3,0,2,'Osiris Maia',3,Flyweight,KO
3,0,2,'Dan Miragliotta',1,Featherweight,TKO
3,0,4,'Keith Peterson',3,Lightweight,Decision
2,1,3,'Dan Miragliotta',3,Lightweight,Decision
0,2,2,'Keith Peterson',1,Bantamweight,TKO
5,0,1,'Mike King',3,Featherweight,Decision
4,1,1,'Todd McGovern',1,Lightweight,KO
1,1,2,'Keith Peterson',3,Bantamweight,Decision
5,15,5,'Dan Miragliotta',3,Welterweight,Decision
?,9,0,'Mike King',1,Heavyweight,TKO
?,24,1,'Todd McGovern',3,Middleweight,Decision
5,31,0,'Leon Roberts',3,Heavyweight,TKO
3,0,2,'Marc Goddard',3,'Light Heavyweight',Decision
5,0,1,'Grant Waterman',3,Welterweight,Decision
5,1,1,'Lukasz Bosacki',1,Strawweight,Submission
10,0,5,'Grant Waterman',1,Welterweight,KO
4,1,1,'Marc Goddard',3,Middleweight,Decision
5,15,1,'Marco Goddard',3,Welterweight,Decision
9,0,1,'Leon Roberts',3,Featherweight,Decision
2,11,5,'Marc Goddard',3,Heavyweight,Decision
1,0,2,'Grant Waterman',2,Strawweight,Submission
1,0,0,'Leon Roberts',2,Lightweight,TKO
5,10,3,'Lukasz Bosacki',3,Bantamweight,Decision
6,0,2,'Keith Peterson',2,Middleweight,Submission
7,1,3,'Dan Miragliotta',1,Middleweight,Submission
8,0,4,'Gasper Oliver',3,Featherweight,Submission
10,0,0,'Vitor Ribeiro',3,Strawweight,Decision
6,0,2,'Vitor Ribeiro',3,Lightweight,Decision
3,0,1,'Dan Miragliotta',1,'Light Heavyweight',KO
4,0,1,'Liam Kerrigan',3,'Light Heavyweight',TKO
6,0,0,'Gasper Oliver',3,Bantamweight,Submission
3,1,2,'Keith Peterson',3,Welterweight,Submission
0,0,2,'Dan Miragliotta',1,Featherweight,TKO
4,20,2,'Liam Kerrigan',3,'Light Heavyweight',Decision
4,0,2,'Yves Lavigne',5,Flyweight,Submission
2,1,0,'Marc Goddard',3,'Light Heavyweight',Decision
4,0,0,'Jerin Valel',3,Middleweight,Decision
3,0,4,'Philippe Chartier',1,Lightweight,TKO
12,0,1,'Yves Lavigne',1,Bantamweight,TKO
2,0,1,'Marc Goddard',3,Welterweight,Decision
1,0,0,'Jerin Valel',2,Bantamweight,Submission
3,1,2,'Philippe Chartier',3,Lightweight,Decision
1,0,0,'Yves Lavigne',3,Lightweight,Submission
5,0,3,'Marc Goddard',3,Welterweight,Decision
6,1,0,'Jerin Valel',3,Strawweight,Decision
2,1,2,'Philippe Chartier',3,Strawweight,Decision
8,17,6,'John Sharp',5,Heavyweight,TKO
3,0,0,'Steve Perceval',1,Middleweight,KO
11,0,2,'Greg Kleynjans',1,'Light Heavyweight',TKO
7,1,6,'Steve Perceval',1,Lightweight,Submission
7,0,1,'John Sharp',2,Featherweight,KO
9,0,4,'Greg Kleynjans',3,Welterweight,Decision
9,0,2,'Steve Perceval',1,Middleweight,TKO
7,6,2,'John Sharp',1,Strawweight,Submission
10,0,0,'Greg Kleynjans',2,Middleweight,Submission
13,2,0,'Steve Perceval',3,Strawweight,Submission
10,0,3,'John Sharp',3,Welterweight,Decision
2,0,1,'Greg Kleynjans',1,Flyweight,KO
2,10,0,'Steve Perceval',5,Featherweight,Decision
6,1,2,'Greg Kleynjans',3,Middleweight,Decision
10,0,6,'Terry Hill',3,Middleweight,Decision
2,0,1,'Steve Perceval',2,Welterweight,TKO
3,0,0,'Greg Kleynjans',3,Featherweight,Decision
3,1,0,'Terry Hill',3,Featherweight,Decision
1,1,1,'Steve Perceval',1,Lightweight,Submission
6,0,0,'Greg Kleynjans',3,Lightweight,Decision
1,1,2,'Terry Hill',1,Welterweight,KO
5,2,2,'Steve Perceval',2,Bantamweight,TKO
3,0,1,'Greg Kleynjans',2,Flyweight,Submission
3,0,1,'Terry Hill',3,Flyweight,Decision
5,0,3,'John McCarthy',3,'Light Heavyweight',Submission
7,0,2,'Herb Dean',1,Middleweight,TKO
2,0,3,'Jason Herzog',2,Lightweight,TKO
3,5,3,'Mark Smith',1,Heavyweight,TKO
0,0,2,'John McCarthy',3,Flyweight,Decision
2,0,1,'Herb Dean',3,Flyweight,Decision
1,15,3,'Jason Herzog',3,Welterweight,Submission
2,1,0,'Mark Smith',3,Middleweight,Decision
13,1,2,'Herb Dean',3,Welterweight,Decision
8,0,0,'Jason Herzog',2,Lightweight,Submission
8,0,3,'Mark Smith',3,Flyweight,Decision
1,0,3,'Mario Yamasaki',2,Welterweight,TKO
5,0,3,'Kevin MacDonald',3,Featherweight,Submission
6,13,0,'Mario Yamasaki',1,Lightweight,Submission
1,0,1,'Kevin MacDonald',3,'Light Heavyweight',Decision
8,0,3,'Camila Albuquerque',3,Lightweight,Decision
9,0,1,'Fernando Yamasaki',2,Welterweight,KO
4,0,4,'Kevin MacDonald',1,Featherweight,NC
0,0,1,'Camila Albuquerque',3,Flyweight,Decision
?,0,0,'Fernando Yamasaki',3,Welterweight,Decision
?,?,?,'Mario Yamasaki',2,?,TKO
7,0,1,'Camila Albuquerque',3,Strawweight,Decision
9,0,4,'Fernando Yamasaki',1,Welterweight,TKO
11,20,2,'John McCarthy',1,Middleweight,KO
3,8,1,'Dan Miragliotta',1,Heavyweight,Submission
2,0,1,'John McCarthy',1,Lightweight,TKO
7,0,2,'Dan Miragliotta',3,Featherweight,TKO
1,0,2,'John McCarthy',1,Bantamweight,KO
7,0,1,'Dan Miragliotta',1,Bantamweight,KO
1,13,3,'Gabe Barahona',2,Heavyweight,TKO
7,0,0,'Jordan Bass',1,Welterweight,TKO
3,0,1,'Robbie Scheuermann',3,Lightweight,Decision
2,0,0,'Myron Gaudet',3,Lightweight,TKO
4,0,4,'Jordan Bass',3,Middleweight,Decision
?,2,3,'Robbie Scheuermann',1,Bantamweight,Submission
5,0,3,'Mario Yamasaki',3,Featherweight,Decision
5,1,3,'Herb Dean',3,Heavyweight,Submission
2,2,1,'John McCarthy',3,Lightweight,Decision
12,15,3,'Dan Miragliotta',2,Welterweight,TKO
?,0,1,'Mario Yamasaki',3,Featherweight,Decision
1,0,2,'John McCarthy',3,Strawweight,Decision
2,0,2,'Mario Yamasaki',3,Flyweight,Decision
2,0,1,'Herb Dean',1,Lightweight,Submission
?,1,2,'Dan Miragliotta',1,Bantamweight,TKO
8,0,3,'John McCarthy',3,Lightweight,Decision
3,0,0,'Herb Dean',3,Welterweight,Decision
4,0,1,'Marc Goddard',3,Strawweight,TKO
1,0,0,'Leon Roberts',3,Featherweight,Decision
4,1,0,'Wolf Menninger',1,Welterweight,Submission
6,0,0,'Kevin Sataki',3,Lightweight,Decision
1,0,1,'Leon Roberts',1,Featherweight,Submission
5,0,2,'Kevin Sataki',2,Lightweight,TKO
6,0,0,'Wolf Menninger',3,Featherweight,Submission
?,?,?,'Marc Goddard',3,?,Decision
0,0,5,'Leon Roberts',1,Middleweight,KO
1,0,0,'Kevin Sataki',2,Lightweight,TKO
3,0,4,'Wolf Menninger',2,Bantamweight,TKO
1,0,3,'John McCarthy',3,Middleweight,KO
0,0,1,'Herb Dean',2,Welterweight,TKO
7,0,1,'Jorge Alonso',3,Middleweight,Submission
3,19,1,'James Warring',1,Middleweight,KO
5,1,0,'John McCarthy',3,Featherweight,Decision
4,14,1,'Herb Dean',3,Lightweight,Decision
2,4,0,'Jorge Alonso',3,Welterweight,Decision
5,15,5,'James Warring',1,Lightweight,KO
4,0,1,'John McCarthy',3,Bantamweight,Decision
3,0,2,'Herb Dean',2,Featherweight,TKO
7,0,0,'John McCarthy',5,Welterweight,TKO
0,0,3,'Marc Goddard',3,Featherweight,TKO
3,0,3,'Herb Dean',1,Welterweight,Submission
13,10,1,'John McCarthy',2,Bantamweight,KO
3,0,2,'Marc Goddard',1,Welterweight,Submission
8,1,4,'Herb Dean',3,Welterweight,Decision
4,1,6,'John McCarthy',3,Welterweight,Decision
?,0,0,'Chris Tognoni',3,Bantamweight,Decision
12,0,3,'Marc Goddard',3,Flyweight,Decision
5,0,2,'Chris Tognoni',3,Lightweight,Decision
2,0,3,'John McCarthy',1,Welterweight,KO
6,0,2,'Herb Dean',2,Welterweight,Submission
0,0,1,'Yves Lavigne',3,Welterweight,Decision
1,30,2,'John McCarthy',1,Lightweight,KO
3,10,1,'Herb Dean',3,Atomweight,Submission
3,10,4,'Yves Lavigne',1,Featherweight,TKO
1,1,2,'John McCarthy',1,Middleweight,Submission
6,0,2,'Herb Dean',3,Bantamweight,Decision
0,0,2,'Kim Winslow',3,Middleweight,Decision
?,1,1,'Yves Lavigne',3,Welterweight,Decision
0,0,2,'Kim Winslow',1,Flyweight,TKO
6,21,0,'John McCarthy',1,Heavyweight,KO
6,2,2,'Herb Dean',3,Lightweight,Decision
4,0,2,'Jason Herzog',3,Bantamweight,Decision
1,0,0,'Herb Dean',3,Bantamweight,Decision
4,0,1,'John McCarthy',1,Lightweight,Submission
7,3,4,'Herb Dean',3,Welterweight,Decision
5,0,1,'Jason Herzog',3,Featherweight,Decision
3,20,5,'John McCarthy',3,Strawweight,Decision
2,0,1,'Jason Herzog',3,Bantamweight,Decision
11,1,0,'John McCarthy',3,Welterweight,Decision
1,0,3,'Herb Dean',3,Middleweight,Decision
1,0,1,'Jason Herzog',2,Welterweight,KO
2,0,1,'Leon Roberts',5,Middleweight,Decision
3,0,2,'Marc Goddard',3,Lightweight,Decision
8,0,0,'Neil Hall',1,Lightweight,Submission
1,1,4,'Grant Waterman',3,Strawweight,Decision
2,0,2,'Leon Roberts',3,Welterweight,Decision
1,0,0,'Marc Goddard',1,Lightweight,TKO
6,10,4,'Neil Hall',3,Flyweight,Decision
4,0,6,'Grant Waterman',1,'Light Heavyweight',KO
0,0,2,'Leon Roberts',3,Lightweight,Decision
3,0,1,'Marc Goddard',1,Featherweight,KO
4,0,0,'Neil Hall',1,Bantamweight,KO
?,3,3,'Grant Waterman',1,Heavyweight,TKO
1,0,1,'Herb Dean',4,Bantamweight,TKO
0,0,0,'Yves Lavigne',3,Bantamweight,Decision
1,0,1,'Robert Madrigal',3,Lightweight,Decision
6,0,1,'Herb Dean',1,Lightweight,TKO
2,0,2,'Robert Madrigal',2,'Light Heavyweight',TKO
4,0,1,'Herb Dean',3,Lightweight,Decision
1,0,5,'Otto Torriero',3,Welterweight,Decision
0,0,2,'Yves Lavigne',3,Bantamweight,Decision
1,0,6,'Robert Madrigal',1,Lightweight,Submission
?,0,0,'Yves Lavigne',3,Lightweight,Decision
0,1,5,'Herb Dean',3,Bantamweight,Decision
4,0,2,'Otto Torriero',1,Welterweight,TKO
4,0,2,'John McCarthy',1,Bantamweight,KO
5,0,1,'Mario Yamasaki',3,'Light Heavyweight',Decision
9,10,6,'Herb Dean',3,Lightweight,Submission
?,10,?,'Osiris Maia',3,Flyweight,Decision
12,25,9,'Herb Dean',3,Heavyweight,Decision
2,1,0,'John McCarthy',2,Heavyweight,TKO
6,0,1,'Mario Yamasaki',3,Strawweight,Decision
10,0,3,'Herb Dean',2,Welterweight,Submission
0,0,2,'Mario Yamasaki',3,'Light Heavyweight',TKO
10,0,2,'John McCarthy',2,Welterweight,Submission
3,0,3,'Osiris Maia',3,Bantamweight,Decision
7,0,1,'Herb Dean',2,Middleweight,TKO
?,0,0,'Osiris Maia',3,Bantamweight,Decision
4,0,1,'John McCarthy',3,'Light Heavyweight',TKO
3,0,0,'Herb Dean',3,Lightweight,Decision
2,1,1,'Mario Yamasaki',1,Middleweight,TKO
?,24,1,'Herb Dean',3,Heavyweight,Decision
8,1,0,'John McCarthy',1,Bantamweight,Submission
3,0,1,'Mario Yamasaki',3,Flyweight,Decision
3,1,1,'Herb Dean',1,Middleweight,TKO
4,0,2,'John McCarthy',3,Middleweight,Decision
1,0,3,'Mario Yamasaki',3,Flyweight,TKO
9,0,0,'Herb Dean',3,Bantamweight,Decision
?,0,4,'John McCarthy',1,'Light Heavyweight',KO
4,0,1,'Josh Ward',2,Bantamweight,Submission
4,0,0,'David Ferguson',3,Lightweight,Submission
2,0,0,'Herb Dean',1,Featherweight,TKO
3,0,4,'Yves Lavigne',3,Welterweight,Decision
0,15,1,'Jerin Valel',3,Welterweight,TKO
8,1,2,'Herb Dean',1,Lightweight,TKO
4,0,2,'Jerin Valel',3,Lightweight,Decision
8,1,0,'Yves Lavigne',3,Strawweight,Decision
5,0,2,'Herb Dean',1,Lightweight,TKO
9,0,2,'Yves Lavigne',1,Bantamweight,Submission
7,0,2,'Herb Dean',1,'Light Heavyweight',Submission
4,1,0,'Adam Cheadle',3,Flyweight,Decision
2,0,1,'Adam Cheadle',3,Lightweight,Decision
3,0,2,'Jerin Valel',1,'Light Heavyweight',KO
2,0,0,'Herb Dean',5,Flyweight,Decision
0,21,1,'John McCarthy',3,Heavyweight,Decision
4,0,2,'Jason Herzog',2,'Light Heavyweight',KO
6,0,1,'Herb Dean',3,'Light Heavyweight',Decision
16,0,1,'John McCarthy',3,Strawweight,Submission
1,0,2,'Jason Herzog',3,Lightweight,Decision
9,9,6,'Chris Tognoni',1,Flyweight,Submission
3,20,5,'Herb Dean',2,Bantamweight,Submission
6,10,1,'John McCarthy',3,Lightweight,Decision
1,15,0,'Jason Herzog',2,Welterweight,DQ
3,0,0,'Chris Tognoni',3,Lightweight,Decision
1,1,3,'Steve Perceval',5,Heavyweight,Decision
1,0,1,'Greg Kleynjans',2,Middleweight,TKO
5,0,1,'Steve Perceval',3,Flyweight,Decision
2,0,6,'Neil Swailes',3,Bantamweight,Decision
6,0,1,'Steve Perceval',1,Featherweight,TKO
10,0,0,'Greg Kleynjans',3,Featherweight,Draw
4,1,1,'Neil Swailes',3,Welterweight,TKO
5,1,1,'Steve Perceval',3,Lightweight,Decision
3,1,3,'Greg Kleynjans',3,Lightweight,Decision
?,0,2,'Neil Swailes',3,Welterweight,TKO
8,0,5,'Herb Dean',5,'Light Heavyweight',Decision
4,0,3,'Herb Dean',3,'Light Heavyweight',Decision
2,2,3,'Kerry Hatley',3,Heavyweight,Decision
1,0,0,'Kerry Hatley',3,Flyweight,Decision
3,1,1,'Frank Collazo',3,Bantamweight,Decision
?,0,1,'Kerry Hatley',3,Featherweight,Decision
9,2,1,'Frank Collazo',1,Welterweight,TKO
9,1,0,'Frank Collazo',1,Lightweight,TKO
4,0,2,'Joe Solis',1,Strawweight,Submission
15,1,2,'Herb Dean',1,Lightweight,TKO
12,0,3,'Joe Solis',3,Flyweight,Decision
5,24,0,'Kerry Hatley',3,Heavyweight,TKO
3,0,0,'Marc Goddard',2,Flyweight,Submission
8,0,0,'Leon Roberts',3,Lightweight,Decision
8,0,1,'Marc Goddard',3,Welterweight,Draw
8,0,1,'Kevin Sataki',2,Flyweight,Submission
3,0,1,'Leon Roberts',3,Lightweight,Decision
2,1,3,'Piotr Michalak',3,Strawweight,Decision
1,0,2,'Kevin Sataki',3,Middleweight,Decision
4,0,2,'Leon Roberts',1,Welterweight,TKO
1,0,1,'Marc Goddard',3,Featherweight,Decision
3,0,1,'Piotr Michalak',3,Middleweight,KO
7,0,1,'Mario Yamasaki',1,Middleweight,KO
1,0,0,'Herb Dean',2,'Light Heavyweight',TKO
5,0,1,'Keith Peterson',1,Bantamweight,KO
1,0,2,'Mario Yamasaki',3,Lightweight,KO
2,0,1,'Keith Peterson',3,Lightweight,Decision
9,0,2,'Herb Dean',3,'Light Heavyweight',Decision
0,0,2,'Keith Peterson',1,Lightweight,TKO
6,15,1,'Herb Dean',3,Lightweight,Decision
3,0,0,'Mario Yamasaki',1,Featherweight,Submission
1,0,1,'Herb Dean',2,Featherweight,Submission
2,11,1,'Eduardo Herdy',3,Welterweight,Decision
3,0,2,'Mario Yamasaki',3,Bantamweight,Decision
?,10,0,'Eduardo Herdy',3,Bantamweight,Submission
6,0,2,'Herb Dean',2,Bantamweight,KO
